assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
221,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,,,,
222,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,,,,
223,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,,,
224,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,,,,
225,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,,,,
226,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,,,41M,
227,12989,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,9606.0,,,41M,
228,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,9606.0,,,41M,
229,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,,,41M,
230,12989,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,9606.0,,,41M,
231,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,9606.0,,,41M,
232,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,9606.0,,,41M,
233,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,9606.0,,,,
234,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,9606.0,,,,
235,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,,,,
236,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,,,
237,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,,,,
238,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,,,
239,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,,,
240,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,,,,
241,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,,,,
242,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,562.0,,,,
243,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,,,
244,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,,,,
245,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
246,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,9823.0,,,,
247,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
248,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
249,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
250,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
251,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
252,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
253,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
254,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,9823.0,,,,
255,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
256,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
257,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,,,,
258,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,,,,
259,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,9823.0,,,,
260,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,4932.0,,,,
261,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,,,,
262,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,,,,
263,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,10116.0,,,,
264,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,,,
265,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,,,
266,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,10141.0,,Ileum,,
267,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,,,,
268,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,,,,
269,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,Rattus norvegicus,10116.0,,,,
270,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,,,,
271,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,Homo sapiens,9606.0,,,,
272,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,Homo sapiens,9606.0,,,,
273,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,,,,
274,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,,,,
275,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,,,,
276,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,,,,
277,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,,,,
278,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,,,,
279,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,Bos taurus,9913.0,,,,
280,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,,,,
281,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,,,,
282,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,,,,Membranes
283,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,,,,Membranes
284,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,,,,
285,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,,,,
286,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,,Hippocampus,,
287,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,,Hippocampus,,
288,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,,Hippocampus,,
289,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,,,,
290,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,Cavia porcellus,10141.0,,,,
291,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,,,CHO,
292,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,,,,
293,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,Rattus norvegicus,10116.0,,,,
294,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,,,,
295,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,,,,
296,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,,,,
297,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,,,,
298,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,,,,
299,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,,,,
300,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,,Ileum,,
301,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,,,Cavia porcellus,10141.0,,Ileum,,
302,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,,Ileum,,
303,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,,,,,,
304,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,Rattus norvegicus,10116.0,,,,
305,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,,,,
306,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,,,Gallus gallus,9031.0,,,,
307,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,F,,,Homo sapiens,9606.0,,,,
308,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,F,,,Homo sapiens,9606.0,,,,
309,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,B,,,Homo sapiens,9606.0,,,HL-60,
310,11126,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,B,,,Homo sapiens,9606.0,,,,
311,11126,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,B,,,Homo sapiens,9606.0,,,,
312,17807,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,B,,,Homo sapiens,9606.0,,,Oocytes,
313,16575,Chymotryptic inhibitory activity against 26S proteasome,F,,,,,,,,
314,15407,Inhibitory activity against 26S proteasome degradation of IkB,B,,,,,,,,
315,10797,In vitro inhibition of 2780/DOX ovarian cancer cell line,F,,,Homo sapiens,9606.0,,,A2780,
316,10797,In vitro inhibition of 2780/S ovarian cancer cell line,F,,,Homo sapiens,9606.0,,,A2780,
317,3469,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,F,,,Homo sapiens,9606.0,,,,
318,16037,Association constant for binding to AATT 28-mer AATT hairpin,B,,,,,,,,
319,16037,Kinetically Defined Association Constant for 28-mer AATT hairpin.,B,,,,,,,,
320,16037,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,,,,,,
321,16037,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,,,,,,
322,16524,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),F,,,Homo sapiens,9606.0,,,,
323,16524,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),F,,,Homo sapiens,9606.0,,,,
324,16524,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,F,,,Homo sapiens,9606.0,,,,
325,16758,Cytotoxicity against cell line 2SC/20 determined by MTT test,F,,,Cricetulus griseus,10029.0,,,,
326,16758,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,F,,,Cricetulus griseus,10029.0,,,,
327,16758,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,F,,,Cricetulus griseus,10029.0,,,,
328,14360,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,B,,,,,,,,
329,14360,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,B,,,Homo sapiens,9606.0,,,,
330,9964,Selectivity ratio of ID50 in liver and heart,B,,,Rattus norvegicus,10116.0,,,,
331,9964,"Selectivity, ratio of relative ID50 in liver and heart",B,,,,,,,,
332,9964,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,B,,,,,,,,
333,9964,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,,,,,,,,
334,9964,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,,,,,,,,
335,9964,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,In vivo,,,,,,,
336,9964,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",F,In vivo,,,,,,,
337,9964,"Binding affinity to the thyroid hormone receptor was determined in vitro in isolated nuclei of rat liver relative to 3,5,3' triiodothyronine",B,,,,,,,,
338,9964,Binding affinity to the receptor was determined in vitro in isolated nuclei of rat liver relative to T3,B,,,,,,,,
339,9964,"Binding affinity to thyroid hormone receptor beta, relative to 3,5,3' triiodothyronine receptor, in isolated nuclei of heart",B,,,Homo sapiens,9606.0,,,,
340,9964,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,B,,,,,,,,
341,9964,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,F,,,,,,,,
342,9964,"Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to 3,5,3' triiodothyronine receptor",B,,,,,,,,
343,9964,"In vivo binding affinity for 3,5,3'' triiodothyronine receptor of heart nuclei 1 hr after intravenous administration",B,,,Rattus norvegicus,10116.0,,,,
344,9964,Binding affinity to the receptor was determined in nuclei of heart in vivo 1 hour after intravenous administration relative to T3,B,In vivo,,,,,,,
345,9964,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,,,,,,,,
346,9964,"In vivo binding affinity for 3,5,3' triiodothyronine receptor of liver nuclei 1 hour after intravenous administration",B,,,Rattus norvegicus,10116.0,,,,
347,9964,"In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to 3,5,3' triiodothyronine receptor",B,,,,,,,,
348,9964,"In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to 3,5,3' triiodothyronine receptor",F,,,,,,,,
349,3796,"Inhibition of [125I]L-T3 binding to rat hepatic 3,5,3''-triiodo-L-thyronine receptor",B,,,Rattus norvegicus,10116.0,,,,
